# ID    PID     H       K       L       sum(int)      max(int)      pred tth                 pred eta                 pred ome                 meas tth                 meas eta                 meas ome                 pred X                   pred Y                   meas X                   meas Y                 
0       0       0       -1      -2      9.408270e+05  1.445000e+04  4.4129818513887510e-02   -7.3350629494473865e-02  -3.8182670990966588e-01  4.4134319501877357e-02   -7.3089365808356913e-02  -3.8192598564784147e-01  4.7702202260644967e+01   -5.8236704902398961e-02  4.7707786858585415e+01   -4.6484079228996465e-02
1       1       0       -1      4       5.620835e+06  1.444200e+04  6.0208004469105535e-02   -1.3299365986440270e+00  9.6074087587987167e-01   6.0210799142779679e-02   -1.3296941689248709e+00  9.5948974765036654e-01   1.6667328684345076e+01   -5.8228636308213346e+01  1.6682944033068612e+01   -5.8227793799108916e+01
2       1       1       -1      -4      2.637842e+06  1.440900e+04  6.0203219297574571e-02   5.9427084982656841e-01   1.0881947063985131e-01   6.0218658061352452e-02   5.9421248824287010e-01   1.0911857136373361e-01   5.3803518383859569e+01   3.8802617415549690e+01   5.3819052709345208e+01   3.8808702464760231e+01 
3       2       1       -2      0       1.185386e+06  1.447100e+04  6.4545961109526512e-02   -3.9378728221208958e-01  3.0794723171999361e-01   6.4558752378792217e-02   -3.9365869939192977e-01  3.0796884614214748e-01   6.4180617620395779e+01   -2.2669947595536975e+01  6.4196418012247449e+01   -2.2667023931707284e+01
4       2       -1      -1      0       1.760902e+06  1.446000e+04  6.4544479821849562e-02   -6.7195100219555259e-01  -8.9887160242443764e-01  6.4532317032173353e-02   -6.7219044234674963e-01  -8.9859538944232820e-01  5.4673276748839335e+01   -3.8905967908085884e+01  5.4653126749662206e+01   -3.8910747921066658e+01
5       3       0       0       -6      2.337020e+05  4.036000e+03  7.0938805973139285e-02   8.9283785598538601e-01   -7.4531509918172711e-01  7.0942660022215179e-02   8.9299309314708741e-01   -7.4553862189232523e-01  4.8120516447722352e+01   6.1472643369380563e+01   4.8114023438400871e+01   6.1483065280243160e+01 
6       4       1       -2      3       1.141500e+05  8.530000e+02  7.3655662300926975e-02   -7.9144442274331273e-01  6.6857194282838528e-01   7.3523269206428987e-02   -7.9290857662420111e-01  6.6726294588938950e-01   5.6023280029391927e+01   -5.1776842960458794e+01  5.5844349604734489e+01   -5.1757361274482115e+01
7       4       1       -2      -3      1.328004e+06  1.442300e+04  7.3649976252141022e-02   3.8787874458055226e-02   4.3176630243919059e-02   7.3667486316110711e-02   3.8762277561878652e-02   4.3317162996015998e-02   7.8861340707459874e+01   6.4179668448933249e+00   7.8879895053041565e+01   6.4167440556251005e+00 
8       4       -1      -1      -3      1.476013e+06  1.448200e+04  7.3653861602031398e-02   -1.7138585323490321e-01  -8.4343640262414166e-01  7.3636607039050478e-02   -1.7140370228731200e-01  -8.4338471425491468e-01  7.7839951891217993e+01   -9.8072958521218112e+00  7.7821757413289660e+01   -9.8055930743862376e+00
9       4       2       -1      -3      9.207700e+04  7.190000e+02  7.3645970958069920e-02   6.2426519195992991e-01   7.8432309681062651e-01   7.3383031709120236e-02   6.2423482755338067e-01   7.8495193243662342e-01   6.4193932610771768e+01   4.8673377505923682e+01   6.3970396344577736e+01   4.8508675430972950e+01 
