# ID    PID     H       K       L       sum(int)      max(int)      pred tth                 pred eta                 pred ome                 meas tth                 meas eta                 meas ome                 pred X                   pred Y                   meas X                   meas Y                 
0       0       0       -1      -2      9.441660e+05  1.445000e+04  4.4130032858736311e-02   -7.3347801005790067e-02  -3.8159342416751940e-01  4.4133503153327258e-02   -7.3165002926617206e-02  -3.8169285254890745e-01  4.7704765453176989e+01   -5.3820468909479467e-02  4.7709008524362041e+01   -4.5621506699271855e-02
1       1       0       -1      4       5.559711e+06  1.444200e+04  6.0206203459964636e-02   -1.3299828698607197e+00  9.6098905596721251e-01   6.0212267228890268e-02   -1.3300443445751482e+00  9.5974034139216235e-01   1.6686055648031122e+01   -5.8223309695133374e+01  1.6683817799254392e+01   -5.8230453810428799e+01
2       1       1       -1      -4      2.633095e+06  1.440900e+04  6.0205735241738667e-02   5.9425755284754411e-01   1.0900603224907646e-01   6.0203031266355948e-02   5.9431329405897726e-01   1.0930420234323215e-01   5.3818805829951188e+01   3.8808445049011254e+01   5.3814466631449648e+01   3.8809763259508415e+01 
3       2       1       -2      0       1.180788e+06  1.447100e+04  6.4544710029614261e-02   -3.9376468640554685e-01  3.0810653424169160e-01   6.4548308477484537e-02   -3.9380383403004698e-01  3.0812809610585645e-01   6.4196156235717126e+01   -2.2664029721549461e+01  6.4198650498791437e+01   -2.2667934628792413e+01
4       2       -1      -1      0       1.753727e+06  1.446000e+04  6.4542543645316544e-02   -6.7198524643749180e-01  -8.9865192036012642e-01  6.4541248595271411e-02   -6.7216241165352619e-01  -9.0272380824686693e-01  5.4661417914208414e+01   -3.8902983241353269e+01  5.4652852628496056e+01   -3.8911565300922618e+01
5       4       1       -2      3       1.109720e+05  8.530000e+02  7.3651342082924079e-02   -7.9145899582256396e-01  6.6872719896338184e-01   7.3515231635684714e-02   -7.9311126061220516e-01  6.6741551259550225e-01   5.6039750615029725e+01   -5.1770512800604145e+01  5.5847707582352456e+01   -5.1758471623542135e+01
6       4       1       -2      -3      1.411203e+06  1.442300e+04  7.3651759709333187e-02   3.8805140340742672e-02   4.3363716140362198e-02   7.3646097318241122e-02   3.8733533079399765e-02   4.3508424059158855e-02   7.8875024415635579e+01   6.4238308753183757e+00   7.8869278678065854e+01   6.4180406860253409e+00 
7       4       -1      -1      -3      1.504645e+06  1.448200e+04  7.3650998991833569e-02   -1.7140653087638733e-01  -8.4318709085938404e-01  7.3642227261254370e-02   -1.7145994893649313e-01  -8.4313473602765387e-01  7.7829490218290488e+01   -9.8042751888704291e+00  7.7819662960345525e+01   -9.8067966399364987e+00
8       4       2       -1      -3      9.191900e+04  7.190000e+02  7.3646529853211282e-02   6.2429095778575838e-01   7.8444525253654651e-01   7.3363857878373434e-02   6.2430707777403016e-01   7.8506857084962489e-01   6.4214670027490868e+01   4.8680067767944116e+01   6.3972158016219382e+01   4.8506047383008472e+01 
9       6       0       -2      -4      1.613814e+06  1.449300e+04  8.8281569409214500e-02   -7.3381575902258758e-02  -4.0372874016242477e-01  8.8292992712119406e-02   -7.3467162112120191e-02  -4.0400256078239044e-01  9.4170987381178691e+01   -3.3634727583543058e+00  9.4182482207991455e+01   -3.3722691257767892e+00
