#
# ID	PID	H	K	L	sum(int)	max(int)	pred tth          	pred eta          	 pred ome          	meas tth          	meas eta          	 meas ome          	meas X            	meas Y            	 meas ome
#
0     	1     	0  	-1 	-2 	1.073869e+06	1.445000e+04	4.412860725962e-02	-7.334217447751e-02	-3.818369241638e-01	4.412603370551e-02	-7.324467576269e-02	-3.819185818938e-01	4.767719529294e+01	-4.015858204435e-02	-3.819185818938e-01
1     	14    	0  	-1 	4  	5.195812e+06	1.444200e+04	6.020297329111e-02	-1.330037691326e+00	9.607533479929e-01	6.020797024681e-02	-1.330014172672e+00	9.594813941188e-01	1.661189990914e+01	-5.822600705394e+01	9.594813941188e-01
2     	14    	1  	-1 	-4 	2.686306e+06	1.440900e+04	6.020494333145e-02	5.942762168332e-01	1.088073052839e-01	6.021058921458e-02	5.941799631716e-01	1.091259702604e-01	5.377337461854e+01	3.881956621409e+01	1.091259702604e-01
3     	0     	1  	-2 	0  	1.128168e+06	1.447000e+04	6.454072117261e-02	-3.937432996681e-01	3.078699831502e-01	6.454639067551e-02	-3.936766469204e-01	3.079052983723e-01	6.413976951688e+01	-2.265322852181e+01	3.079052983723e-01
4     	0     	-1 	-1 	0  	1.867077e+06	1.446000e+04	6.454301236227e-02	-6.719744074666e-01	-8.989191480034e-01	6.453653071676e-02	-6.721012487070e-01	-8.986378152418e-01	5.466934746076e+01	-3.889938445335e+01	-8.986378152418e-01
5     	8     	1  	-2 	3  	1.311540e+05	7.140000e+02	7.364554832950e-02	-7.914649668748e-01	6.684938139920e-01	7.345462360853e-02	-7.911027173038e-01	6.673864652998e-01	5.584532557572e+01	-5.160288234671e+01	6.673864652998e-01
6     	8     	1  	-2 	-3 	1.495975e+06	1.442300e+04	7.364894766430e-02	3.883145525751e-02	4.313633745092e-02	7.364248670960e-02	3.867324110852e-02	4.326712558071e-02	7.881742021124e+01	6.422013645359e+00	4.326712558071e-02
7     	8     	-1 	-1 	-3 	1.541163e+06	1.448200e+04	7.365017943190e-02	-1.714183724788e-01	-8.434346483602e-01	7.364130739576e-02	-1.715054624693e-01	-8.433828800765e-01	7.783207481350e+01	-9.802166439150e+00	-8.433828800765e-01
8     	8     	2  	-1 	-3 	1.043140e+05	8.290000e+02	7.364806697468e-02	6.243029682617e-01	7.842413549696e-01	7.334990371765e-02	6.249057007135e-01	7.851189637526e-01	6.386727529331e+01	4.855051164314e+01	7.851189637526e-01
9     	4     	0  	-2 	2  	1.150260e+05	1.473000e+03	7.819289701064e-02	-9.098507139433e-01	-1.192629699699e-01	7.820178922338e-02	-9.097937180657e-01	-1.191953727152e-01	5.208204217201e+01	-6.161886503118e+01	-1.191953727152e-01
10    	4     	2  	-2 	-2 	7.097000e+03	2.220000e+02	7.819256261806e-02	1.565394750409e-01	5.469813520831e-01	7.819883046801e-02	1.565546813993e-01	5.469813520831e-01	8.264466985317e+01	1.626834763337e+01	5.469813520831e-01
11    	17    	0  	-2 	-4 	1.642215e+06	1.449300e+04	8.827871612586e-02	-7.337548891970e-02	-4.039715152779e-01	8.828937334786e-02	-7.349338652989e-02	-4.042422157955e-01	9.415899715514e+01	-3.366332989059e+00	-4.042422157955e-01
12    	45    	1  	-2 	-6 	1.879399e+06	1.444300e+04	9.592309707009e-02	3.236334037025e-01	-1.417288126386e-01	9.593603141405e-02	3.235795618701e-01	-1.416723452545e-01	9.715849144247e+01	3.560823179995e+01	-1.416723452545e-01
13    	45    	1  	1  	-6 	9.883654e+06	1.439600e+04	9.592060998566e-02	1.477588823840e+00	9.483412819558e-01	9.591987450358e-02	1.477471499875e+00	9.487947271820e-01	1.055761851141e+01	1.039226131125e+02	9.487947271820e-01
14    	45    	-1 	-1 	-6 	1.703512e+06	1.444500e+04	9.592344683636e-02	1.577863443787e-01	-8.270938807282e-01	9.592200683461e-02	1.578736156339e-01	-8.271538910467e-01	1.012156949307e+02	1.936669275897e+01	-8.271538910467e-01
15    	45    	2  	-1 	-6 	3.844391e+06	1.442200e+04	9.592171124725e-02	8.290269607099e-01	4.085548546717e-01	9.592424637856e-02	8.289740909222e-01	4.089816053344e-01	6.949215652329e+01	7.792274394414e+01	4.089816053344e-01
16    	2     	1  	-3 	1  	1.114190e+05	1.270000e+03	9.931762231758e-02	-5.949678457397e-01	1.693515630124e-01	9.933532752341e-02	-5.949321663063e-01	1.694216619040e-01	8.822289380379e+01	-5.522987891705e+01	1.694216619040e-01
17    	2     	2  	-3 	-1 	6.324900e+04	9.730000e+02	9.931742474350e-02	-1.892546279199e-01	3.879582369419e-01	9.932466940861e-02	-1.892940627456e-01	3.879582369419e-01	1.042281974867e+02	-1.621299591050e+01	3.879582369419e-01
18    	2     	3  	-2 	-1 	2.272800e+04	4.120000e+02	9.931724887285e-02	2.185762963093e-01	9.129176432547e-01	9.932967705662e-02	2.184290576965e-01	9.119819323723e-01	1.035150986118e+02	2.616805909599e+01	9.119819323723e-01
19    	2     	-1 	-2 	1  	1.822490e+05	2.575000e+03	9.932029828564e-02	-7.978576413420e-01	-6.772322671854e-01	9.933690957603e-02	-7.978207151879e-01	-6.771801703776e-01	7.471273211766e+01	-7.153137098372e+01	-6.771801703776e-01
20    	5     	2  	-3 	2  	2.900000e+03	5.100000e+01	1.014071933652e-01	-4.745020132646e-01	6.065238988536e-01	1.014278277997e-01	-4.744131705604e-01	6.021605757236e-01	9.658962019192e+01	-4.537499899757e+01	6.021605757236e-01
21    	5     	1  	-3 	-2 	9.404100e+04	1.494000e+03	1.014110929729e-01	-2.799674268253e-01	-6.105937801331e-03	1.014232792002e-01	-2.800194274888e-01	-6.105937801331e-03	1.041983513512e+02	-2.606187383296e+01	-6.105937801331e-03
22    	5     	-1 	-2 	-2 	1.123860e+05	2.343000e+03	1.014131495030e-01	-4.428511748071e-01	-6.823126726612e-01	1.014151007082e-01	-4.428114074914e-01	-6.822917074654e-01	9.812513860538e+01	-4.233338158523e+01	-6.822917074654e-01
23    	95    	0  	-1 	-8 	6.415300e+05	8.125000e+03	1.016803510152e-01	5.375130310892e-01	-5.843520800686e-01	1.016771509411e-01	5.374844094237e-01	-5.876716009226e-01	9.336023275134e+01	5.832856716232e+01	-5.876716009226e-01
24    	95    	1  	0  	-8 	1.121613e+06	1.441200e+04	1.016785767833e-01	1.137541308176e+00	-2.514918320856e-01	1.016790384044e-01	1.137578545933e+00	-2.514698834553e-01	4.617602040068e+01	1.006356007879e+02	-2.514698834553e-01
25    	19    	1  	-3 	4  	2.603548e+06	1.448900e+04	1.093759837330e-01	-8.663200945855e-01	3.970326171277e-01	1.093844387337e-01	-8.663235388996e-01	3.992430625196e-01	7.629685469187e+01	-8.449320204866e+01	3.992430625196e-01
26    	19    	2  	-3 	-4 	1.049235e+06	1.446700e+04	1.093792413265e-01	8.205456316120e-02	1.978920672142e-01	1.093892574310e-01	8.211627939437e-02	1.976030295717e-01	1.163344087170e+02	1.297493688523e+01	1.976030295717e-01
27    	19    	3  	-2 	-4 	1.710000e+04	3.430000e+02	1.093784593325e-01	4.665504603485e-01	6.731265466055e-01	1.093868433285e-01	4.664562711459e-01	6.731265466055e-01	1.042901627038e+02	5.536781661737e+01	6.731265466055e-01
28    	19    	-1 	-2 	4  	2.989512e+06	1.446700e+04	1.093789379008e-01	-1.126897758069e+00	-6.941224156102e-01	1.093789789210e-01	-1.126952680568e+00	-6.919122404013e-01	5.121732873816e+01	-1.008360829344e+02	-6.919122404013e-01
29    	6     	3  	-3 	0  	2.339600e+04	5.690000e+02	1.118253969583e-01	-8.371805365717e-02	7.230276630063e-01	1.118254440737e-01	-8.368320504658e-02	7.230276630063e-01	1.189383978112e+02	-6.341698783465e+00	7.230276630063e-01
30    	6     	0  	-3 	0  	4.011490e+06	1.449800e+04	1.118292856751e-01	-6.205795918941e-01	-2.696353233557e-01	1.118363299924e-01	-6.206219149663e-01	-2.696985484625e-01	9.753650674183e+01	-6.513869783008e+01	-2.696985484625e-01
31    	32    	2  	-3 	5  	2.030000e+03	3.900000e+01	1.149902231242e-01	-6.992700808106e-01	8.380552624813e-01	1.150238228617e-01	-6.996474575964e-01	8.380552624813e-01	9.440845824408e+01	-7.469919223174e+01	8.380552624813e-01
32    	32    	1  	-3 	-5 	4.291400e+04	9.980000e+02	1.149969336388e-01	-3.252927687396e-03	-1.412216886081e-01	1.149975105163e-01	-3.312019920001e-03	-1.412216886081e-01	1.227268923231e+02	3.125042579989e+00	-1.412216886081e-01
33    	32    	-1 	-2 	-5 	3.965000e+04	8.680000e+02	1.149982501480e-01	-1.379749620022e-01	-6.964650597896e-01	1.150096485949e-01	-1.379621466476e-01	-6.965155708947e-01	1.216621679059e+02	-1.316325697223e+01	-6.965155708947e-01
34    	32    	3  	-1 	-5 	9.294000e+03	1.030000e+02	1.149950329441e-01	7.707195746784e-01	8.623131049842e-01	1.149895364469e-01	7.706333160274e-01	8.623131049842e-01	8.822605012804e+01	8.796727933168e+01	8.623131049842e-01
35    	102   	0  	-2 	8  	1.221700e+04	1.820000e+02	1.204605831377e-01	-1.335533077822e+00	8.331287334374e-01	1.204721066394e-01	-1.335516229576e+00	8.360391631817e-01	3.130540000126e+01	-1.203895333839e+02	8.360391631817e-01
