# ID    PID     H       K       L       sum(int)      max(int)      pred tth                 pred eta                 pred ome                 meas tth                 meas eta                 meas ome                 pred X                   pred Y                   meas X                   meas Y                 
0       0       0       1       0       1.892560e+05  2.616000e+03  4.8949458884919021e-02   1.1599142718827893e+00   1.5416121588399547e+00   4.9014080898726484e-02   1.1629053685902859e+00   1.5499155127727791e+00   1.7634062641888708e+01   4.1608672315653152e+01   1.7537644210904052e+01   4.1711963488383269e+01 
1       0       0       -1      0       1.739920e+05  2.722000e+03  4.8949458884919021e-02   -1.1599142718827893e+00  -1.5999804947498384e+00  4.8863874747415340e-02   -1.1605083392502744e+00  -1.5910323620428806e+00  1.7836465669577510e+01   -3.7431371298555909e+01  1.7783113220016332e+01   -3.7372522053930062e+01
2       1       0       0       2       3.116060e+05  6.626000e+03  5.3210562767975242e-02   -4.1069232290929869e-01  1.5313829419019502e+00   5.3189994679101703e-02   -4.0802410368529224e-01  1.5231768037431956e+00   4.3581154205854332e+01   -1.6536986742345867e+01  4.3614285923383832e+01   -1.6414946447127686e+01
3       1       0       0       -2      2.852000e+05  6.195000e+03  5.3210562767975242e-02   4.1069232290929869e-01   -1.6102097116878429e+00  5.3303782647384168e-02   4.1092193683564154e-01   -1.6188095584313302e+00  4.3405095377179158e+01   2.0890756131665732e+01   4.3475670837992631e+01   2.0933716663877593e+01 
4       2       0       1       1       3.125170e+05  5.006000e+03  5.5730364340799900e-02   6.6202162035002998e-01   1.5439677901423907e+00   5.5757326535483751e-02   6.6497289883206412e-01   1.5514210576013781e+00   3.9169034123321779e+01   3.2339899374433642e+01   3.9097720737488984e+01   3.2468476342859312e+01 
5       2       0       -1      -1      2.876340e+05  5.206000e+03  5.5730364340799900e-02   -6.6202162035002998e-01  -1.5976248634474026e+00  5.5683602206001888e-02   -6.6192491347617888e-01  -1.5901168906647341e+00  3.9316075370436096e+01   -2.8021087017446636e+01  3.9286702409223082e+01   -2.7992058788384039e+01
6       3       0       1       2       3.967800e+04  5.700000e+02  7.2333928611778661e-02   3.3299354201239417e-01   1.5342823943520207e+00   7.2339617639701564e-02   3.3531468006737764e-01   1.5312683825483349e+00   6.0746966716454132e+01   2.3077112417526259e+01   6.0702841684504527e+01   2.3218454314512556e+01 
7       3       0       -1      2       9.663300e+04  1.029000e+03  7.2283418202960761e-02   -1.1558395048796377e+00  1.4425409753664282e+00   7.2230707452204390e-02   -1.1535041559197130e+00  1.4326202885939054e+00   2.6428750359568944e+01   -5.6196685913656587e+01  2.6546117039484351e+01   -5.6093559696177259e+01
8       3       0       1       -2      8.636500e+04  1.116000e+03  7.2283418202960761e-02   1.1558395048796377e+00   -1.6990516782233651e+00  7.2414214326983473e-02   1.1537141874463235e+00   -1.7117917835170433e+00  2.5984893693976957e+01   6.0431280251903168e+01   2.6154898005511228e+01   6.0482907908784171e+01 
9       3       0       -1      -2      3.620600e+04  5.210000e+02  7.2333928611778661e-02   -3.3299354201239417e-01  -1.6073102592377726e+00  7.2319839207943298e-02   -3.3282044400500077e-01  -1.6105246036702696e+00  6.0835819693355390e+01   -1.8617185576406808e+01  6.0827429276905505e+01   -1.8602700502827535e+01
10      5       0       1       3       6.875500e+04  6.400000e+02  9.3683125264206704e-02   1.3948965818712747e-01   1.5220538830676251e+00   9.3678986754867591e-02   1.3858327642366863e-01   1.5223903580764999e+00   8.2409904051958506e+01   1.3800294051073321e+01   8.2416890563507067e+01   1.3725572553571396e+01 
11      5       0       -1      3       1.585150e+05  1.246000e+03  9.3624593260321964e-02   -9.6231500920990587e-01  1.4631410175819759e+00   9.3602462983081183e-02   -9.6010064187511923e-01  1.4570158219252198e+00   4.8012957983346560e+01   -6.5626895133274516e+01  4.8151671807811539e+01   -6.5505604102657784e+01
12      5       0       1       -3      1.359100e+05  1.411000e+03  9.3624593260321964e-02   9.6231500920990587e-01   -1.6784516360078174e+00  9.3766424537811796e-02   9.6076522995068203e-01   -1.6865115359300396e+00  4.7505281931296281e+01   6.9995841085762407e+01   4.7682014689366696e+01   7.0026379849370215e+01 
13      5       0       -1      -3      6.535500e+04  7.910000e+02  9.3683125264206704e-02   -1.3948965818712747e-01  -1.6195387705221680e+00  9.3705782264370485e-02   -1.3612101975233248e-01  -1.6195776268309685e+00  8.2438536016731447e+01   -9.1994045806553881e+00  8.2495847870887502e+01   -8.9259463387168001e+00
14      6       0       2       0       4.804300e+04  4.270000e+02  9.7928269879142840e-02   1.1619851394865910e+00   1.4801696569498139e+00   9.7983441742655331e-02   1.1646956761847389e+00   1.4802337767202234e+00   3.4656905747802924e+01   8.1470079333801650e+01   3.4460654521429213e+01   8.1607243728150223e+01 
15      6       0       -2      0       4.526300e+04  4.990000e+02  9.7928269879142840e-02   -1.1619851394865910e+00  -1.6614229966399792e+00  9.7829731549334761e-02   -1.1633044447278844e+00  -1.6594096001153811e+00  3.5119421557492366e+01   -7.7206190649829253e+01  3.4979940470077970e+01   -7.7171446556025288e+01
16      8       0       2       1       1.115040e+05  8.510000e+02  1.0150098388791781e-01   8.9565930383414993e-01   1.5054501511140381e+00   1.0153054933092993e-01   8.9819416667058549e-01   1.5115357315405957e+00   5.6342370972892653e+01   7.2186362438938957e+01   5.6180327587758185e+01   7.2348100624183971e+01 
17      8       0       -2      1       2.099370e+05  1.106000e+03  1.0146496375763085e-01   -1.4330724805497692e+00  -1.8231874923770655e+00  1.0137023538417966e-01   -1.4342797924626389e+00  -1.8176052105201732e+00  1.3067674625970477e+01   -8.6691340188869376e+01  1.2949030079959881e+01   -8.6622984937599924e+01
18      8       0       2       -1      2.042880e+05  1.297000e+03  1.0146496375763085e-01   1.4330724805497692e+00   1.3184051612127277e+00   1.0154931294418060e-01   1.4353278562778642e+00   1.3243656868394844e+00   1.2568358724124128e+01   9.0807483005271479e+01   1.2377744375331204e+01   9.0908564836465146e+01 
19      8       0       -2      -1      1.062010e+05  1.050000e+03  1.0150098388791781e-01   -8.9565930383414993e-01  -1.6361425024757552e+00  1.0140977526983624e-01   -8.9664813156006451e-01  -1.6294057100385488e+00  5.6754517665523117e+01   -6.7777090467449995e+01  5.6634901146370289e+01   -6.7769437313037415e+01
20      9       0       0       4       7.726100e+04  7.770000e+02  1.0645883688270126e-01   -4.1115567518045171e-01  1.5023414624440217e+00   1.0645905462560823e-01   -4.0910507037290245e-01  1.5006755597804744e+00   8.6904136000972088e+01   -3.5283803642121704e+01  8.6980748345208795e+01   -3.5106720979284034e+01
