# ID    PID     H       K       L       sum(int)      max(int)      pred tth                 pred eta                 pred ome                 meas tth                 meas eta                 meas ome                 pred X                   pred Y                   meas X                   meas Y                 
0       0       0       1       0       4.254000e+04  2.440000e+02  4.8973807281453195e-02   9.1772981479886362e-01   -1.5289115800153246e+00  4.8992169343200505e-02   9.1968834411517053e-01   -1.5177729002169245e+00  2.6594255612786224e+01   3.6441880328318305e+01   2.6532879279999030e+01   3.6505790841728164e+01 
1       0       0       -1      0       3.522000e+04  1.840000e+02  4.8973807281453195e-02   -9.1772981479886362e-01  1.6126810735744685e+00   4.8908575476772270e-02   -9.2084971885404632e-01  1.6193387960334533e+00   2.6855168501118712e+01   -3.2069826977274843e+01  2.6715682570348246e+01   -3.2106053482293788e+01
2       1       0       0       2       1.322730e+05  7.710000e+02  5.3245023578507529e-02   6.3677683673416374e-01   1.3559558461492389e+00   5.3303285337739960e-02   6.3464332894846753e-01   1.3326252144741424e+00   3.8070162200986303e+01   3.0136331718709759e+01   3.8163261921808321e+01   3.0086534966591667e+01 
3       1       0       0       -2      1.932520e+05  1.296000e+03  5.3245023578507529e-02   -6.3677683673416374e-01  -1.7856368074405542e+00  5.3207818420889237e-02   -6.3666310232951862e-01  -1.8072075893488437e+00  3.8385076125617566e+01   -2.5640551309054590e+01  3.8369112517192221e+01   -2.5616852505686953e+01
4       2       0       -1      1       4.416100e+04  4.120000e+02  5.5744005865532721e-02   -4.2668850980698353e-01  1.5120861455448160e+00   5.5711276193933547e-02   -4.2858595496409363e-01  1.5033670084571431e+00   4.5282398770399972e+01   -1.8072346723174764e+01  4.5214638968387327e+01   -1.8145370559733315e+01
5       2       0       1       -1      5.900800e+04  6.390000e+02  5.5744005865532721e-02   4.2668850980698353e-01   -1.6295065080449773e+00  5.5733895173491428e-02   4.2953137168731981e-01   -1.6354921757633560e+00  4.5166236221046532e+01   2.2577093469397742e+01   4.5101845951328912e+01   2.2700123606980480e+01 
6       3       0       -1      2       4.934000e+03  6.600000e+01  7.2351152531497487e-02   -1.0026369629530180e-01  1.4608113508551208e+00   7.2340606802205873e-02   -1.0100243426514910e-01  1.4526895917092373e+00   6.3992181742940367e+01   -4.0667359073512017e+00  6.3975484727710544e+01   -4.1127530435503994e+00
7       3       0       1       -2      7.459000e+03  9.000000e+01  7.2351152531497487e-02   1.0026369629530180e-01   -1.6807813027346723e+00  7.2332762402673445e-02   1.0214720900661826e-01   -1.6880291340231193e+00  6.3988580925563312e+01   8.7042804578332245e+00   6.3962380069428733e+01   8.8220315999342542e+00 
8       5       -1      0       3       2.137600e+04  1.290000e+02  9.3480509591648761e-02   3.6565810548482891e-01   1.8815375745478078e+00   9.3540281203512363e-02   3.6489573401729175e-01   1.8830505307154470e+00   7.7619200300002220e+01   3.1883766662275818e+01   7.7691938182031620e+01   3.1844171539720080e+01 
9       5       0       -1      3       7.826000e+03  9.300000e+01  9.3711413223154641e-02   9.1892976701103676e-02   1.4253530075161862e+00   9.3710228446557298e-02   9.0786029943142499e-02   1.4174225311296644e+00   8.2853336952752642e+01   9.9768029959894911e+00   8.2858198723958225e+01   9.8854842448360785e+00 
10      5       0       1       -3      1.392200e+04  1.980000e+02  9.3711413223154641e-02   -9.1892976701103676e-02  -1.7162396460736069e+00  9.3682406934138734e-02   -8.9513247165237647e-02  -1.7239069594662211e+00  8.2953714046068114e+01   -5.2071779204544821e+00  8.2947883472233116e+01   -5.0088885363665190e+00
11      5       1       0       -3      2.006900e+04  1.150000e+02  9.3480509591648761e-02   -3.6565810548482891e-01  -1.2600550790419855e+00  9.3823802320640928e-02   -3.6385965646938107e-01  -1.2594319645823444e+00  7.7559689444790095e+01   -2.7135100959366746e+01  7.7897287222577461e+01   -2.7103925623770891e+01
12      6       0       2       0       7.382000e+03  3.400000e+01  9.7977010525615402e-02   9.1890840193722578e-01   -1.5692627803797414e+00  9.7939217125326633e-02   9.2034742574787021e-01   -1.5621178535312901e+00  5.2761033367099920e+01   7.1022595921417292e+01   5.2639061255937385e+01   7.1070856824114486e+01 
13      6       0       -2      0       7.028000e+03  2.400000e+01  9.7977010525615402e-02   -9.1890840193722578e-01  1.5723298732100517e+00   9.7855820901970897e-02   -9.2046492081843889e-01  1.5734151163562122e+00   5.3247613844562217e+01   -6.6523777580435407e+01  5.3075513097555131e+01   -6.6520154814049675e+01
14      7       -1      -1      2       1.760000e+02  7.000000e+00  9.9957880819290523e-02   -2.1537163138536769e-01  1.9097731666710036e+00   1.0001428172906739e-01   -2.1677855517870168e-01  1.9068973400626039e+00   8.6971780934980842e+01   -1.6481070455284250e+01  8.6993683542553768e+01   -1.6613184527999046e+01
15      7       1       1       -2      7.268000e+03  8.400000e+01  9.9957880819290523e-02   2.1537163138536769e-01   -1.2318194869187897e+00  1.0029923821220611e-01   2.1778097460928353e-01   -1.2233233739667315e+00  8.6560269656741369e+01   2.1254185686574402e+01   8.6807341922697120e+01   2.1528239645885538e+01 
16      8       0       2       1       3.042400e+04  1.020000e+02  1.0153409876189554e-01   1.1765417037135060e+00   -1.4774768376000200e+00  1.0152905047849509e-01   1.1785599831361515e+00   -1.4657871931851212e+00  3.4649549689936251e+01   8.4971649787740304e+01   3.4476489964684269e+01   8.5036209193488801e+01 
17      8       0       -2      1       1.550200e+04  6.500000e+01  1.0153497577416742e-01   -6.5741657297297684e-01  1.5193565477214155e+00   1.0144687616510496e-01   -6.5968244988312075e-01  1.5194803938172219e+00   7.1697600811397308e+01   -5.2486267209815097e+01  7.1511579440347063e+01   -5.2599577312354405e+01
18      8       0       2       -1      2.170600e+04  8.400000e+01  1.0153497577416742e-01   6.5741657297297684e-01   -1.6222361058683779e+00  1.0152416094027844e-01   6.5942105619986835e-01   -1.6186322333412246e+00  7.1321887297627597e+01   5.7121840709541061e+01   7.1202596359032071e+01   5.7257639880015333e+01 
19      8       0       -2      -1      2.761800e+04  1.060000e+02  1.0153409876189554e-01   -1.1765417037135060e+00  1.6641158159897731e+00   1.0139920828147039e-01   -1.1802586192162201e+00  1.6705440472705633e+00   3.5272443237816503e+01   -8.0608010084327717e+01  3.4920820782672671e+01   -8.0625503651760027e+01
20      9       0       0       4       3.112800e+04  1.110000e+02  1.0652783188109873e-01   6.3756493411316617e-01   1.3228118639960622e+00   1.0658306587769786e-01   6.3579456878191332e-01   1.3011393467841192e+00   7.5904655686713852e+01   5.8405412457407436e+01   7.6036329949386555e+01   5.8300931535563436e+01 
21      9       0       0       -4      4.498900e+04  1.760000e+02  1.0652783188109873e-01   -6.3756493411316617e-01  -1.8187807895937309e+00  1.0649162587168182e-01   -6.3703471302710757e-01  -1.8383986255712976e+00  7.6407233090755653e+01   -5.3654900754289031e+01  7.6417526669976112e+01   -5.3595705896323224e+01
22      10      0       2       2       7.027000e+03  3.000000e+01  1.1152977796841207e-01   1.3861217339202960e+00   -1.2335989868678447e+00  1.1153309221876168e-01   1.3859459664597675e+00   -1.2228282165515314e+00  1.8185146033627714e+01   9.9005516895537951e+01   1.8199190828668119e+01   9.9005421206708391e+01 
23      10      0       -2      2       1.741000e+03  2.100000e+01  1.1153137535410337e-01   -4.2721953239703908e-01  1.4814419464972746e+00   1.1145220675586132e-01   -4.2977091312586702e-01  1.4767152219578414e+00   9.0387869945288358e+01   -3.8465904010409091e+01  9.0218063154404248e+01   -3.8665923828803550e+01
24      10      0       2       -2      2.558000e+03  1.900000e+01  1.1153137535410337e-01   4.2721953239703908e-01   -1.6601507070925188e+00  1.1149794254200499e-01   4.2833147190656279e-01   -1.6630846069297260e+00  9.0114435294904396e+01   4.3238146653656855e+01   9.0042572795178742e+01   4.3325232928616813e+01 
25      10      0       -2      -2      7.938000e+03  3.400000e+01  1.1152977796841207e-01   -1.3861217339202960e+00  1.9079936667219484e+00   1.1137074314042229e-01   -1.3879247940778607e+00  1.9170017467741289e+00   1.9046173219625366e+01   -9.4764464326551021e+01  1.8848136525651391e+01   -9.4657897969420986e+01
26      11      -1      1       4       5.686000e+03  3.400000e+01  1.1708921444337579e-01   8.5407855287219980e-01   1.8054053293505941e+00   1.1712346749963556e-01   8.5371443102464784e-01   1.8172874424959864e+00   6.8375901998130828e+01   8.0422602057292536e+01   6.8428405125108767e+01   8.0420982788370296e+01 
27      11      -1      0       4       3.252000e+03  2.700000e+01  1.1710238488671827e-01   4.3465649191295264e-01   1.7627783731176592e+00   1.1712131826233357e-01   4.3531984583529737e-01   1.7708878211489121e+00   9.4402630541819761e+01   4.6044410506492802e+01   9.4391479405064189e+01   4.6113795785339995e+01 
28      11      0       -1      4       5.700000e+02  1.800000e+01  1.1726608443203379e-01   2.1017383751146224e-01   1.3969110327254579e+00   1.1725460200274442e-01   2.1720173572194673e-01   1.3915831855351595e+00   1.0185099133187961e+02   2.4088753085637673e+01   1.0168198885372826e+02   2.4798525145000553e+01 
29      11      1       -1      -4      5.593000e+03  3.300000e+01  1.1708921444337579e-01   -8.5407855287219980e-01  -1.3361873242391993e+00  1.1731188768153417e-01   -8.5086738144863827e-01  -1.3259784119418643e+00  6.8697832927742866e+01   -7.5715274280738839e+01  6.9075641441058082e+01   -7.5644898008290639e+01
30      11      0       1       -4      1.791000e+03  2.500000e+01  1.1726608443203379e-01   -2.1017383751146224e-01  -1.7446816208643354e+00  1.1721501454866570e-01   -2.1033478549391146e-01  -1.7515274823915605e+00  1.0205313004946454e+02   -1.9187829360825894e+01  1.0200745812317459e+02   -1.9194786412089194e+01
31      11      1       0       -4      2.894000e+03  2.900000e+01  1.1710238488671827e-01   -4.3465649191295264e-01  -1.3788142804721342e+00  1.1734526079372334e-01   -4.3365687780266210e-01  -1.3717461191613625e+00  9.4506643533043672e+01   -4.1180212700419879e+01  9.4744609296952248e+01   -4.1176708375052527e+01
32      12      0       -2      3       3.663000e+03  3.200000e+01  1.2645433189020844e-01   -2.4257571009706971e-01  1.4508676290368496e+00   1.2639880927507718e-01   -2.4302380714732427e-01  1.4480254535009103e+00   1.0926084177950307e+02   -2.4432499049061722e+01  1.0919963145146794e+02   -2.4469431607339661e+01
33      12      0       2       -3      6.672000e+03  3.600000e+01  1.2645433189020844e-01   2.4257571009706971e-01   -1.6907250245529435e+00  1.2642221443711324e-01   2.4429810148636966e-01   -1.6906282362101319e+00  1.0908676610156169e+02   2.9340961008284030e+01   1.0901175244078922e+02   2.9520779578414007e+01 
34      14      1       2       -1      4.650000e+02  1.100000e+01  1.3218436672350661e-01   6.1487540718132649e-01   -1.2377970614661287e+00  1.3231920748345902e-01   6.1241857103081487e-01   -1.2465237077261002e+00  9.5763129038658633e+01   6.9915398638770355e+01   9.6030953163396703e+01   6.9750717386024249e+01 
-999    14      -1      -2      1       nan           nan           1.3218436672350661e-01   -6.1487540718132649e-01  1.9037955921236644e+00   nan                      nan                      nan                      9.6510404847109157e+01   -6.5135894912943527e+01  nan                      nan                    
36      15      -1      2       4       2.357800e+04  5.800000e+01  1.3607207946721067e-01   1.2108703150316582e+00   1.8500717270199658e+00   1.3608358191751221e-01   1.2098305751668259e+00   1.8533842846595767e+00   4.2697686244837882e+01   1.1506669398339783e+02   4.2819838517337239e+01   1.1503257252501190e+02 
37      15      -1      -1      4       5.540000e+03  4.900000e+01  1.3610610368103435e-01   7.6119632304268769e-02   1.7209760000051197e+00   1.3607355596833634e-01   7.4589452538944112e-02   1.7147665343811473e+00   1.2081738493004076e+02   1.1677272666586854e+01   1.2080068188238766e+02   1.1490979863924123e+01 
38      15      1       -2      -4      2.132600e+04  5.700000e+01  1.3607207946721067e-01   -1.2108703150316582e+00  -1.2915209265698273e+00  1.3623422811495892e-01   -1.2079756401584614e+00  -1.2890812630135136e+00  4.3230527800618560e+01   -1.1052429050378764e+02  4.3607738700777730e+01   -1.1053595859223132e+02
39      15      1       1       -4      6.764000e+03  5.300000e+01  1.3610610368103435e-01   -7.6119632304268769e-02  -1.4206166535846736e+00  1.3630274028261588e-01   -7.4645806395154279e-02  -1.4259011513790030e+00  1.2069538782160990e+02   -6.6637547258404384e+00  1.2088597599486064e+02   -6.4991432807481564e+00
